station_name,station_id,station_lat,station_lng
"Indiana Ave & 40th St","13083",41.821718216,-87.621391654
"California Ave & Milwaukee Ave","13084",41.922695,-87.697153
"Kedzie Ave & Milwaukee Ave","13085",41.929593444,-87.707866311
"Damen Ave & Cullerton St","13089",41.854966518753926,-87.67569959163664
"Western Ave & 21st St","13091",41.85406233333333,-87.685887
"California Ave & 21st St","13096",41.853795793473395,-87.69582286477088
"Halsted St & 18th St","13099",41.85750568031716,-87.64599144458771
"Calumet Ave & 18th St","13102",41.85761755293753,-87.61941075325012
"Broadway & Argyle St","13108",41.973815,-87.65966
"Broadway & Berwyn Ave","13109",41.978422523,-87.659757376
"Cannon Dr & Fullerton Ave","13124",41.9267559875,-87.6344287848
"Clark St & North Ave","13128",41.911974,-87.631942
"Damen Ave & Chicago Ave","13132",41.895769,-87.67722
"Damen Ave & Cortland St","13133",41.915983,-87.677335
"Damen Ave & Madison St","13134",41.88137,-87.67493
"Blue Island Ave & 18th St","13135",41.857556,-87.661535
"Damen Ave & Division St","13136",41.903247476,-87.678454518
"Broadway & Barry Ave","13137",41.93758231600629,-87.6440978050232
"Canal St & Jackson Blvd","13138",41.877245,-87.639366
"Throop St & Taylor St","13139",41.868968,-87.659141
"Damen Ave & Melrose Ave","13143",41.940568328,-87.678697348
"Seeley Ave & Roscoe St","13144",41.943403,-87.679618
"Clark St & Armitage Ave","13146",41.918306,-87.636282
"Michigan Ave & 18th St","13150",41.857813,-87.62455
"Sheffield Ave & Kingsbury St","13154",41.910649896,-87.653213501
"Racine Ave & Randolph St","13155",41.884069,-87.656853
"Aberdeen St & Monroe St","13156",41.880439281,-87.655658841
"Aberdeen St & Jackson Blvd","13157",41.87795794,-87.654901981
"Peoria St & Jackson Blvd","13158",41.877627969,-87.649579883
"May St & Taylor St","13160",41.8694821,-87.6554864
"Halsted St & 21st St","13162",41.85377981072743,-87.6466029882431
"Morgan St & 18th St","13163",41.858086,-87.651073
"Racine Ave & 18th St","13164",41.858212709,-87.656437874
"Racine Ave & 13th St","13165",41.865054,-87.656959
"Clark St & Lincoln Ave","13179",41.915689,-87.6346
"Sedgwick St & Webster Ave","13191",41.922167,-87.638888
"Halsted St & Dickens Ave","13192",41.919936,-87.64883
"Larrabee St & Webster Ave","13193",41.921826959,-87.644081354
"Ogden Ave & Race Ave","13194",41.891795,-87.658751
"Carpenter St & Huron St","13196",41.894556,-87.653449
"Elizabeth St & Fulton St","13197",41.886707425,-87.659457207
"Loomis St & Jackson Blvd","13206",41.877945,-87.662007
"State St & 29th St","13213",41.841707,-87.626938
"Rhodes Ave & 32nd St","13215",41.836208,-87.613533
"State St & 33rd St","13216",41.834734,-87.625813
"Calumet Ave & 33rd St","13217",41.8349,-87.61793
"Wood St & Milwaukee Ave","13221",41.907655,-87.672552
"Ashland Ave & Blackhawk St","13224",41.90706265,-87.66732204
"Southport Ave & Belmont Ave","13229",41.93947775040509,-87.6637476682663
"Southport Ave & Waveland Ave","13235",41.948060155,-87.664109826
"Western Ave & Division St","13241",41.902915835,-87.687518835
"Milwaukee Ave & Rockwell St","13242",41.92019556200566,-87.69265919923781
"Milwaukee Ave & Wabansia Ave","13243",41.912616,-87.681391
"Claremont Ave & Hirsch St","13245",41.907775521,-87.685877085
"Ashland Ave & Chicago Ave","13247",41.895907044,-87.667842984
"Ashland Ave & Augusta Blvd","13248",41.899643,-87.6677
"Ashland Ave & Belle Plaine Ave","13249",41.956057,-87.668835
"Lincoln Ave & Waveland Ave","13253",41.948797,-87.675278
"California Ave & Division St","13256",41.903029,-87.697474
"Campbell Ave & North Ave","13257",41.910495758,-87.68957603
"California Ave & North Ave","13258",41.9104754,-87.6968944
"California Ave & Francis Pl (Temp)","13259",41.918583,-87.6974475
"Columbus Dr & Randolph St","13263",41.884728,-87.619521
"Kingsbury St & Erie St","13265",41.89380805624359,-87.64169722795485
"Stave St & Armitage Ave","13266",41.917741,-87.691392
"Damen Ave & Wellington Ave","13268",41.93590939,-87.678489923
"Ashland Ave & Wellington Ave","13269",41.936083,-87.669807
"Damen Ave & Clybourn Ave","13271",41.931903958,-87.677825093
"Stockton Dr & Wrightwood Ave","13276",41.93132,-87.638742
"Broadway & Belmont Ave","13277",41.940040231,-87.645454288
"Broadway & Cornelia Ave","13278",41.945536733,-87.646566272
"Wood St & Taylor St (Temp)","13285",41.869265218438194,-87.67373085021973
"Damen Ave & Charleston St","13288",41.920082,-87.677855
"Eckhart Park","13289",41.89646256,-87.660965681
"Noble St & Milwaukee Ave","13290",41.90068,-87.6626
"Kedzie Ave & Palmer Ct","13292",41.921534181,-87.707320333
"Greenview Ave & Diversey Pkwy","13294",41.93258963429789,-87.66593635082245
"Ashland Ave & Wrightwood Ave","13296",41.92883,-87.668507
"DuSable Lake Shore Dr & Monroe St","13300",41.880958,-87.616743
"Clark St & Chicago Ave","13303",41.89675,-87.63089
"Racine Ave & 15th St","13304",41.861299038,-87.656369328
"Laflin St & Cullerton St","13307",41.85491457576575,-87.66355991363525
"Ashland Ave & Grace St","13319",41.950691462,-87.668628216
"Broadway & Sheridan Rd","13323",41.952833,-87.649993
"Broadway & Waveland Ave","13325",41.949081182,-87.648604989
"Canal St & Harrison St","13326",41.874255,-87.639573
"May St & Cullerton St","13331",41.855136,-87.654127
"Loomis St & Lexington St","13332",41.87222873224032,-87.66136385500431
"Mies van der Rohe Way & Chicago Ave","13338",41.897113442,-87.621755481
"Canal St & Madison St","13341",41.881912827,-87.640026569
"Calumet Ave & 35th St","13345",41.831379,-87.618034
"Ada St & Washington Blvd","13353",41.88283,-87.661206
"Ashland Ave & 13th St","13354",41.865290403,-87.666464567
"Clarendon Ave & Gordon Ter","13379",41.957727909,-87.649412751
"Clarendon Ave & Junior Ter","13389",41.961004,-87.649603
"Blackstone Ave & Hyde Park Blvd","13398",41.802568078,-87.59034276
"Sangamon St & Washington Blvd","13409",41.88315475,-87.651081562
"MLK Jr Dr & Pershing Rd","13420",41.8246,-87.61678
"Cityfront Plaza Dr & Pioneer Ct","13427",41.890573,-87.622072
"LaSalle St & Illinois St","13430",41.890762,-87.631697
"Adler Planetarium","13431",41.866095,-87.607267
"Wood St & Hubbard St","13432",41.88982749,-87.671584845
"Ashland Ave & Grand Ave","13434",41.891105294,-87.666751385
"Ashland Ave & Archer Ave","15442",41.83920868403,-87.6656098589
"Shields Ave & 28th Pl","15443",41.842733,-87.635491
"Wentworth Ave & 33rd St","15445",41.834501863,-87.63181901
"Racine Ave & 35th St","15446",41.83068856472101,-87.65621066093445
"State St & Pershing Rd","15449",41.82301523798,-87.6265680185
"Calumet Ave & 51st St","15470",41.80229465088,-87.6180535802
"63rd St Beach","15491",41.78091096424803,-87.57632374763489
"Mies van der Rohe Way & Chestnut St","15529",41.898285508,-87.622726321
"Rush St & Superior St","15530",41.895787358,-87.62615788
"Field Blvd & South Water St","15534",41.88634906269,-87.6175165471
"Desplaines St & Randolph St","15535",41.884635806,-87.644474745
"Desplaines St & Jackson Blvd","15539",41.87811890091227,-87.64394760131836
"Buckingham Fountain","15541",41.876423,-87.620339
"Buckingham - Fountain","15541.1.1",41.876665,-87.620483
"Clinton St & Polk St","15542",41.87146651779,-87.6409491327
"Shedd Aquarium","15544",41.86728033333333,-87.6153305
"Burnham Harbor","15545",41.857466,-87.6138015
"Calumet Ave & 21st St","15546",41.854038954,-87.619137645
"Canal St & Taylor St","15550",41.870257,-87.639474
"Broadway & Granville Ave","15571",41.994747833333335,-87.66023816666667
"Broadway & Thorndale Ave","15575",41.98974251144,-87.6601406209
"Lakefront Trail & Bryn Mawr Ave","15576",41.98404411519213,-87.65228122472763
"Broadway & Ridge Ave","15578",41.9840446107,-87.6602738295
"Budlong Woods Library","15585",41.98366470886,-87.6964225611
"Halsted St & 69th St","15597",41.76906172032,-87.6446135779
"Calumet Ave & 71st St","15599",41.76550800581,-87.616917925
"Christiana Ave & Lawrence Ave","15615",41.968339086,-87.711903572
"Albany Ave & Montrose Ave","15621",41.961041,-87.705866
"California Ave & Montrose Ave","15622",41.961068,-87.695439
"Campbell Ave & Montrose Ave","15623",41.961524,-87.691177
"Avondale Ave & Irving Park Rd","15624",41.953178167,-87.731947541
"California Ave & Byron St","15628",41.95216219326,-87.698051113
"Troy St & Elston Ave","15631",41.945234537,-87.706618905
"Talman Ave & Addison St","15632",41.946682215,-87.694658279
